show_name,show_id,season,episode_num,episode_name,original_air_date,synopsis
Dinosaurs,8,3,11,The Son Also Rises,1993-01-08,"Robbie gets fed up with Earl always telling him what to do, so he challenges Earl for male domination and wins; but he quickly becomes aware of how much responsibility is involved in being the male of the house."
Dinosaurs,8,3,12,Getting to Know You,1993-01-15,"Charlene signs up for a foreign student exchange program to get away from her family who doesn't understand her; and the Sinclairs get a bitter taste of a different culture when a French bird moves in with them in Charlene's place, who has an unfortunate encounter with the Baby."
Dinosaurs,8,3,13,Green Card,1993-01-29,The Chief Elder passes a law that forbids four legged dinosaurs from living in Pangea and demands in 24 hours they either marry a two legged dinosaur or retreat back to the other side of the swamp. Monica is fired and threatened with deportation until Roy proposes to her so she can stay.
Dinosaurs,8,3,14,Out of the Frying Pan,1993-02-05,"Baby becomes a hit sensation when he and Earl star in a series of commercials for the Myman P-2000, a new and improved frying pan that is strong enough to endure hitting Earl's head. Earl is fired from the commercials and he and Monica start to worry that fame is going to the Baby's and Fran's heads."
Dinosaurs,8,3,15,Steroids to Heaven,1993-02-12,"Robbie tries to bulk up to impress a girl, but her attention seems to be drawn to a bigger guy named Dolf. When exercise doesn't cut it for Robbie, he resorts to Thornoids and finds out his new, bulky body comes at a high price."
Dinosaurs,8,3,16,"Honey, I Miss the Kids",1993-02-19,Fran finds being a housewife and mother unfulfilling and does volunteer work at a halfway house for amphibians; Earl gets stuck taking on the household chores and the kids and finds out what it's like being the mother.
Dinosaurs,8,3,17,Swamp Music,1993-02-26,"Robbie is introduced to the wailing, funky blues sounds of 'swamp music' and tries to bridge the species gap by getting a dinosaur record company to put out a mammal swamp music album."
Dinosaurs,8,3,18,Dirty Dancin',1993-03-12,"Robbie starts doing the mating dance in his sleep and at school. Fran finds out and decides since Earl won't talk to his son about it, that the school needs to offer a course to the teenagers so they'll understand all about the mating dance, and Robbie is mortified when Fran is volunteered to teach it."
Dinosaurs,8,3,19,If You Were a Tree,1993-04-18,"Ethel reads the Baby a story called If You Were a Tree, about a dinosaur tree pusher (Earl) who gets struck by lightning and swaps souls with the tree he's trying to demolish."
Dinosaurs,8,3,20,We Are Not Alone,1993-05-02,"Robbie tries to get Earl interested in preserving Pangea just as his boss is ordering him to bury drums of toxic waste in his back yard. On one such night, Earl and Roy get a visit from an extraterrestrial from the planet Kyron who warns them to change their ways or face annihilation."
Dinosaurs,8,3,21,Charlene and Her Amazing Humans,1993-05-09,"Charlene feels her family is neglecting her, so she gets their attention by winning the school talent show; but her rising fame is riding on the backs of three young cavelings she found in the forest whose mother is looking for them."
Dinosaurs,8,3,22,The Clip Show II,1993-07-02,Sir David Tushingham offers a home-study course on the dinosaurs.
Dinosaurs,8,4,1,Monster Under the Bed,1994-06-01,"Earl lets the Baby stay up to watch a monster movie and then he can't sleep and won't let Fran or Earl sleep because of a monster under the bed. Fran and Earl retreat to a motel to sleep and let the kids babysit, and Charlene and Robbie find out he wasn't imagining things."
Dinosaurs,8,4,2,"Earl, Don't Be a Hero",1994-06-08,"Earl falls into toxic waste and develops the powers of flight, heat ray vision, and accurate weight guessing. He decides to become a real life superhero and hopes it will make him a hero to the Baby, who idolizes TV's Captain Action Figure."
Dinosaurs,8,4,3,The Greatest Story Ever Sold,1994-06-22,"When the Baby asks Earl where dinosaurs came from and why, the questions are repeated throughout all Pangea and raise a panic; until the chief elders declare all questions can be answered by their newfound religion: Potato-ism."
Dinosaurs,8,4,4,Driving Miss Ethyl,1994-06-29,"Earl's plans for the weekend are shot when he has to drive Ethyl to her high school reunion. Fran takes advantage of getting Earl out of the house to set up a family portrait for his birthday present, much to the dismay of Robbie, Charlene and the Baby."
Dinosaurs,8,4,5,Earl's Big Jackpot,1994-07-06,"When a tree falls on Earl at work and he breaks his foot, B.P. fires him and Robbie sues WeSaySo for medical costs. But the jury decides to award Earl a sum of $800 million and Earl lets his new-found wealth go to his head and turns his back on his friends when WeSaySo astronomically raises the prices of everything in Pangea to get back the money."
Dinosaurs,8,4,6,Terrible Twos,1994-07-13,Baby reaches his second birthday and it's anything but a celebration as he enters the dreaded Terrible Twos and wreaks havoc on the entire Sinclair household.
Dinosaurs,8,4,7,Changing Nature,1994-07-20,"The series finale: Every May 14th the Bunch Beetles are supposed to return to Pangea and to eat the rapidly growing cider poppies; but only one Beetle remains as the WeSaySo wax fruit factory has killed them all. B.P. enlists Earl's assistance as the company attempts to fix the poppy problem by bombing the entire continent with defoliant which kills all plant life. Richfield next decides making it rain will bring the plants back, and to make it rain they need clouds, and they decide to make clouds by dropping bombs in volcanoes; but snow falls instead and the newscaster predicts the clouds will block out the sun for tens of thousands of years. Earl apologizes to his family for taking nature for granted over technology and bringing about the end of the world as they ponder what will become of them."
Dinosaurs,8,4,8,Scent of a Reptile,Unaired,Charlene's scent gland comes in and Fran explains the one boy who is attracted to her scent is the one she's destined to marry. But Charlene puts out fumes of burning rubber and attracts the school janitor who aspires to be a tree pusher.
Dinosaurs,8,4,9,Earl and Pearl,Unaired,"Robbie and Charlene go against Earl's orders and sneak out to see his estranged sister, Pearl, a country star, perform. Roy falls in love with Pearl and plans to settle down with her, despite Earl's protests."
Dinosaurs,8,4,10,Life in the Faust Lane,Unaired,"After seeing the TV show 'Lifestyles of Those We Envy', Earl makes a deal with the devil for a Fernhill mug thinking it will make him happy. As a result he alienates himself from his friends, who he thinks are beneath him now, and his family, who thinks he's gone crazy."
Dinosaurs,8,4,11,Variations on a Theme Park,Unaired,"When too many overworked employees drop dead from exhaustion, businesses give dinosaurs two weeks off for a vacation; B.P. Richfield advises Earl to bring his family to WeSaySo Land, which is supposed to be a fun amusement park for the family. What the Sinclairs find is an overpriced, cow themed park that is newly under construction, and they have to stay for 14 days."
Dinosaurs,8,4,12,Working Girl,Unaired,"Charlene attempts to break into the male-dominated workforce and get a job to pay for her summer wilderness trip; but finds all businesses work under the Old Boys Network that is determined to keep females tied down. When her letter to the Chief Elder about equal job opportunities for females is chosen for an accepted requirement for all businesses with government contracts, B.P. Richfield hires Charlene as the new supervisor and Earl has to deal with having his daughter for a boss."
Dinosaurs,8,4,13,Into the Woods,Unaired,"Earl's game day is interrupted when he has to take Baby into the woods for a traditional ritual to show the Baby that the world doesn't revolve around him and that he needs his family. But when Earl, Roy and Robbie unknowingly step into a tar pit, they need the Baby to save them."
Dinosaurs,8,4,14,Georgie Must Die,Unaired,"When Earl dresses up as Georgie, an orange hippo that is the latest hit in children's television but the parents' latest nightmare, to put on a show for the Baby, he is arrested for copyright infringement. In jail, Earl finds out that Georgie has a sinister plan in mind for his merchandising empire and breaks out to join the Parents' Resistance and enlists Roy's help to take the evil hippo down."
Billy,9,1,1,Pilot,1992-01-31,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,2,Hot Stuff,1992-02-07,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,3,Parenting 101,1992-02-14,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,4,Poker Face,1992-02-21,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,5,Billy Gets the Bird,1992-02-28,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,6,Gimme Some Credit,1992-03-06,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,7,Futile Attraction,1992-03-16,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,8,Billy Flunks Mary,1992-03-21,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,9,Out All Night,1992-03-28,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,10,"Home Alone, Almost",1992-04-04,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,11,"Love Me, or Leave Me (1)",1992-04-11,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,12,"Love Me, or Leave Me (2)",1992-04-18,Synopsis Unavailable. If you know what this episode was about let us know!
Billy,9,1,13,Thunder from Down Under,1992-05-30,Synopsis Unavailable. If you know what this episode was about let us know!
Getting By,10,1,1,Moving In,1993-03-05,"Single mothers Cathy and Dolores move in together, while Dolores's son deals with the possibility of repeating the ninth grade."
Getting By,10,1,2,Men Don't Dance,1993-03-12,Marcus falls for a ballerina in Julie's ballet class.
Getting By,10,1,3,Back to Nature,1993-03-19,"The gang heads to Aunt Jean's cabin, which isn't the same as Cathy remembers it."
Getting By,10,1,4,A Little Romance,1993-03-26,"While Dolores and Cathy are at a party, Marcus's girlfriend visits Darren and Nikki dates an old friend."
Getting By,10,1,5,The Suit,1993-04-02,Darren becomes an egomaniac when he wins a business-essay contest.
Getting By,10,1,6,Shop 'Till You Drop,1993-04-09,Nikki becomes her own best customer when she gets her first job as a salesgirl at a dress shop.
Getting By,10,1,7,My Brother's Keeper,1993-04-16,Darren takes the fall for a fire-sprinkler prank as he tries to keep Marcus out of trouble.
Getting By,10,1,8,The Gospel Truth,1993-04-23,Marcus changes his mind about singing at the gospel festival when he hears about the prize money for the best performers.
Getting By,10,1,9,Give Peace a Chance,1993-04-30,"Marcus gets even with a bully who beats up Darren, despite Cathy wishing to resolve the issue peacefully."
